,name,full_name,birth_date,age,height_cm,weight_kgs,body_mass_index,positions,primary_position,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,setpiece_stats,attacking_stats,skill_stats,movement_stats,power_stats,mentality_stats,defending_stats
15122,S. Di Carmine,Samuel Di Carmine,09/29/88,30,187.96,78.0,22.08,ST,ST,Italy,72,72,3100000.0,4000.0,Right,1,3,3,Normal,0.0,51.5,60.8,60.6,68.6,73.8,57.67,26.67
15123,C. Mulgrew,Charlie Mulgrew,03/06/86,33,190.5,83.0,22.87,CB,CB,Scotland,72,72,1800000.0,27000.0,Left,1,3,2,Normal,3400000.0,75.0,64.4,74.0,55.6,71.2,66.17,71.0
15124,Nuno Coelho,Nuno Miguel Prata Coelho,11/23/87,31,182.88,76.2,22.78,"CDM,CB",CDM,Portugal,72,72,2300000.0,5000.0,Right,1,3,2,Lean,4800000.0,53.25,53.4,54.6,64.2,66.0,62.67,71.67
15125,L. Ceppitelli,Luca Ceppitelli,08/11/89,29,187.96,83.0,23.49,CB,CB,Italy,72,72,2500000.0,21000.0,Right,1,3,2,Normal,4300000.0,33.0,43.2,33.8,56.0,57.8,46.33,74.33
15126,Fábio,Fábio Pereira da Silva,07/09/90,28,172.72,64.9,21.76,"LB,RB",LB,Brazil,72,72,2600000.0,16000.0,Right,2,4,3,Lean,4900000.0,63.5,61.0,65.2,78.6,64.6,69.5,70.67
15127,A. Williams,Ashley Williams,08/23/84,34,182.88,77.1,23.05,CB,CB,Wales,72,72,1300000.0,50000.0,Right,3,4,2,Stocky,0.0,46.0,46.8,49.6,53.2,60.6,57.67,69.67
15128,I. Ávila,Írven Ávila,07/02/90,28,167.64,68.0,24.2,ST,ST,Peru,72,72,3300000.0,9000.0,Right,1,3,3,Normal,5600000.0,57.0,60.4,64.6,78.6,62.8,55.67,26.67
15129,A. Murgia,Alessandro Murgia,08/09/96,22,185.42,78.0,22.69,"CM,CDM",CM,Italy,72,78,4200000.0,22000.0,Right,1,3,3,Normal,0.0,59.0,63.8,65.0,57.6,62.2,65.17,67.33
15130,S. Uçan,Salih Uçan,01/06/94,25,182.88,64.9,19.4,"CM,CAM",CM,Turkey,72,77,4100000.0,35000.0,Right,1,5,3,Lean,0.0,70.25,69.0,72.2,72.2,63.6,69.0,62.33
15131,R. Gudiño,Raúl Gudiño,04/22/96,22,195.58,83.9,21.93,GK,GK,Mexico,72,79,3200000.0,16000.0,Right,1,1,1,Lean,6100000.0,18.5,18.2,20.8,46.6,39.6,29.67,17.33
15132,J. Russell,Johnny Russell,04/08/90,28,152.4,76.2,32.81,"RW,LW,LM",RW,Scotland,72,72,3100000.0,7000.0,Left,1,3,3,Normal,4700000.0,67.25,65.0,68.2,74.8,75.4,65.83,35.67
15133,S. Hutchinson,Sam  Hutchinson,08/03/89,29,182.88,73.0,21.83,"CDM,CM,CB",CDM,England,72,72,2500000.0,20000.0,Right,1,3,2,Normal,4800000.0,60.0,58.6,61.0,65.0,62.8,65.5,72.33
15134,T. Ben Haim,Tal Ben Haim,08/05/89,29,154.94,74.8,31.16,LM,LM,Israel,72,72,3100000.0,1000.0,Right,1,4,3,Lean,6900000.0,64.75,59.0,66.4,79.8,65.2,59.33,28.33
15135,M. Rybus,Maciej Rybus,08/19/89,29,172.72,74.8,25.07,"LB,LM",LB,Poland,72,72,2500000.0,1000.0,Left,2,3,3,Stocky,5200000.0,70.75,66.4,72.6,75.8,70.8,68.33,71.33
15136,N. Jelavić,Nikica Jelavić,08/27/85,33,187.96,88.0,24.91,ST,ST,Croatia,72,72,2500000.0,13000.0,Right,2,4,3,Normal,5300000.0,68.5,71.6,69.6,48.2,71.8,68.83,30.33
15137,A. Ramos,Gustavo Adrián Ramos Vásquez,01/22/86,33,185.42,78.0,22.69,ST,ST,Colombia,72,72,2500000.0,8000.0,Right,2,3,3,Lean,4000000.0,65.5,70.0,60.8,73.6,72.2,64.67,39.67
15138,Y. Namli,Younes Namli,06/20/94,24,154.94,63.0,26.24,RM,RM,Denmark,72,75,3900000.0,7000.0,Left,1,3,4,Normal,6000000.0,65.5,59.6,71.4,73.4,58.2,63.33,41.33
15139,L. Haraslín,Lukáš Haraslín,05/26/96,22,182.88,71.2,21.29,"LM,RM",LM,Slovakia,72,80,4600000.0,6000.0,Left,1,3,4,Lean,7100000.0,63.75,62.8,65.8,80.0,67.0,54.17,40.67
15140,Y. Gouffran,Yoan Gouffran,05/25/86,32,175.26,76.2,24.81,"LM,RM",LM,France,72,72,2400000.0,18000.0,Right,2,3,3,Normal,4800000.0,69.75,71.6,66.2,75.2,71.4,65.67,48.67
15141,J. Gómez,José Luis Gómez,09/10/93,25,172.72,63.0,21.12,RB,RB,Argentina,72,77,3500000.0,11000.0,Right,1,4,3,Lean,5500000.0,60.75,55.8,61.2,83.4,67.8,61.67,66.0
15142,Sin Jin Ho,신진호 申振豪,09/07/88,30,152.4,72.1,31.04,CM,CM,Korea Republic,72,72,3000000.0,7000.0,Right,1,3,3,Normal,3900000.0,69.0,62.2,69.8,65.2,66.6,70.83,55.67
15143,R. Kishna,Ricardo Kishna,01/04/95,24,182.88,77.1,23.05,LW,LW,Netherlands,72,76,4100000.0,29000.0,Left,2,3,5,Normal,0.0,64.0,65.0,72.0,69.2,52.0,52.17,32.67
15144,O. Alderete,Omar Federico Alderete Fernández,12/26/96,22,187.96,77.1,21.82,CB,CB,Paraguay,72,82,4400000.0,8000.0,Left,1,3,2,Normal,7500000.0,57.75,61.6,58.0,67.2,72.0,59.17,69.33
15145,M. Pisano,Matías Pisano,12/13/91,27,165.1,60.8,22.31,"RW,CAM,RM,CF",RW,Argentina,72,72,3300000.0,10000.0,Left,1,3,3,Lean,5000000.0,64.0,58.8,71.4,76.0,60.2,57.17,43.0
15146,C. Jullien,Christopher Jullien,03/22/93,25,195.58,88.0,23.01,CB,CB,France,72,76,3400000.0,17000.0,Right,2,3,2,Normal,7000000.0,45.5,51.0,48.0,62.0,63.0,56.0,68.0
15147,S. Lletget,Sebastian  Lletget,09/03/92,26,152.4,74.8,32.21,"CAM,CM,LM,RM",CAM,United States,72,74,3800000.0,6000.0,Right,1,5,4,Stocky,6000000.0,63.5,64.0,65.6,75.4,64.2,63.83,61.33
15148,C. Trimmel,Christopher Trimmel,02/24/87,32,187.96,81.2,22.98,RB,RB,Austria,72,72,2000000.0,20000.0,Right,1,3,3,Normal,3300000.0,63.0,64.6,59.2,71.4,67.8,64.17,68.0
15149,M. Leye,M'Baye Leye,12/01/82,36,182.88,74.8,22.37,"ST,RW",ST,Senegal,72,72,1400000.0,8000.0,Right,1,4,3,Lean,2100000.0,64.75,69.8,67.0,64.6,67.2,67.67,30.67
15150,Edu Expósito,Eduardo Expósito Jaén,08/01/96,22,152.4,67.1,28.89,"CM,CAM",CM,Spain,72,83,5500000.0,6000.0,Right,1,5,3,Lean,9900000.0,51.0,56.8,58.8,64.8,57.8,63.67,61.67
15151,Xavier,António Manuel Pereira Xavier,07/06/92,26,175.26,66.2,21.55,"LM,RM",LM,Portugal,72,73,3700000.0,5000.0,Left,1,3,3,Lean,8000000.0,71.25,61.2,69.2,76.6,61.0,53.67,34.33
15152,J. Gutiérrez,Jonás Manuel Gutiérrez,07/05/83,35,182.88,83.0,24.82,"CM,LM,RB,RM",CM,Argentina,72,72,1500000.0,10000.0,Right,2,3,3,Normal,2300000.0,70.75,66.6,70.0,63.2,72.0,69.83,70.33
15153,Feng Xiaoting,冯潇霆,10/22/85,33,187.96,78.0,22.08,CB,CB,China PR,72,72,1800000.0,12000.0,Right,1,3,2,Normal,3900000.0,57.25,55.4,56.2,60.8,61.2,64.0,72.33
15154,K. Galanopoulos,Konstantinos Galanopoulos,12/28/97,21,172.72,72.1,24.17,"CDM,CM",CDM,Greece,72,84,4900000.0,1000.0,Right,1,3,3,Normal,11800000.0,60.25,56.2,63.6,73.2,63.4,63.5,70.0
15155,A. Sørloth,Alexander Sørloth,12/05/95,23,193.04,89.8,24.1,"ST,LW,RW",ST,Norway,72,79,4400000.0,33000.0,Left,1,4,3,Normal,0.0,64.75,68.8,61.8,62.6,73.6,60.67,20.33
15156,J. Wiland,Johan Wiland,01/24/81,38,187.96,78.0,22.08,GK,GK,Sweden,72,72,210000.0,3000.0,Right,1,2,1,Stocky,263000.0,19.0,14.4,20.0,35.2,37.4,33.5,11.33
15157,R. Delgado,Rafael Delgado,01/13/90,29,175.26,78.0,25.39,LB,LB,Argentina,72,72,2500000.0,10000.0,Left,1,2,3,Normal,3700000.0,70.0,57.6,70.4,67.8,74.8,68.33,69.33
15158,C. Nhamoinesu,Costa Nhamoinesu,01/06/86,33,185.42,78.0,22.69,"CB,LB",CB,Zimbabwe,72,72,1800000.0,1000.0,Left,1,3,2,Lean,3900000.0,52.0,57.0,52.2,74.4,65.2,60.67,67.0
15159,P. Olayinka,Peter Oladeji Olayinka,11/16/95,23,187.96,77.1,21.82,"LM,ST,RM",LM,Nigeria,72,79,4400000.0,1000.0,Right,1,3,3,Lean,10500000.0,59.25,66.2,56.0,73.4,74.2,62.33,30.67
15160,Vigaray,Carlos Martín Vigaray,09/07/94,24,182.88,69.9,20.9,"RB,RWB",RB,Spain,72,78,3600000.0,13000.0,Right,1,3,3,Lean,8200000.0,55.0,58.4,57.6,69.0,58.0,59.33,72.67
15161,I. Runje,Ivan Runje,10/09/90,28,193.04,83.0,22.27,CB,CB,Croatia,72,73,2900000.0,7000.0,Right,1,2,2,Normal,4200000.0,38.75,41.2,37.0,48.0,56.4,52.83,71.33
15162,Fernando Canesín,Fernando Canesín Matos,02/27/92,27,175.26,72.1,23.47,"CAM,RM,CF",CAM,Brazil,72,73,3700000.0,12000.0,Right,1,4,3,Lean,5800000.0,64.5,60.8,67.8,78.2,66.0,61.17,25.67
15163,Sergi Palencia,Sergi Palencia Hurtado,03/23/96,22,167.64,67.1,23.88,RB,RB,Spain,72,80,3900000.0,61000.0,Right,1,3,3,Stocky,0.0,58.5,56.8,60.2,73.8,66.4,62.0,69.67
15164,Oier,Oier Sanjurjo Maté,05/25/86,32,152.4,72.1,31.04,"CDM,CB",CDM,Spain,72,72,1800000.0,7000.0,Right,1,2,2,Normal,2900000.0,62.25,59.8,61.8,71.6,74.8,68.33,69.0
15165,Fran Mérida,Francisco Mérida Pérez,03/04/90,29,152.4,73.9,31.82,"CDM,CM",CDM,Spain,72,73,2800000.0,8000.0,Left,1,3,3,Normal,4700000.0,76.25,62.2,75.8,65.6,73.8,72.33,67.0
15166,J. Cristaldo,Jonatan Cristaldo,03/05/89,30,175.26,73.0,23.77,ST,ST,Argentina,72,72,3100000.0,17000.0,Right,1,4,3,Normal,4300000.0,60.75,67.8,62.0,75.6,67.8,62.0,19.67
15167,Simao Mate,Simão Mate Júnior,07/23/88,30,152.4,76.2,32.81,"CDM,CB",CDM,Mozambique,72,72,2400000.0,5000.0,Right,1,2,2,Normal,3000000.0,48.75,52.4,53.0,72.0,68.0,60.5,73.67
15168,N. Baker,Nathan Baker,04/23/91,27,187.96,82.1,23.24,CB,CB,England,72,73,2900000.0,27000.0,Left,1,2,2,Normal,5800000.0,40.0,46.4,35.0,53.8,59.0,48.67,71.33
15169,J. Savarino,Jefferson Savarino,11/11/96,22,170.18,66.2,22.86,"RW,CAM",RW,Venezuela,72,82,5000000.0,5000.0,Right,1,4,4,Lean,8500000.0,60.5,59.2,65.6,81.8,66.8,59.0,36.0
15170,Danilo,Danilo Teodoro Soares,10/29/91,27,170.18,72.1,24.9,"LB,LWB",LB,Brazil,72,73,3000000.0,13000.0,Left,1,3,3,Normal,5000000.0,58.75,60.0,63.8,76.8,70.8,60.17,72.0
15171,J. Ikoko,Jordan Ikoko,02/03/94,25,152.4,76.2,32.81,RB,RB,DR Congo,72,77,3500000.0,13000.0,Right,1,2,3,Lean,7200000.0,59.75,53.6,60.2,75.2,63.0,58.83,69.33
15172,M. Trotta,Marcello Trotta,09/29/92,26,187.96,84.8,24.0,"ST,RW",ST,Italy,72,73,3800000.0,13000.0,Left,1,3,3,Normal,7000000.0,58.5,67.0,59.4,65.0,68.8,63.67,39.67
15173,B. Linssen,Bryan Linssen,10/08/90,28,170.18,64.0,22.1,LW,LW,Netherlands,72,72,3300000.0,12000.0,Right,1,3,3,Normal,4900000.0,63.5,70.4,69.4,76.8,74.0,61.83,31.0
15174,A. Cerci,Alessio Cerci,07/23/87,31,154.94,78.0,32.49,"RW,ST",RW,Italy,72,72,2900000.0,17000.0,Left,2,3,4,Normal,5900000.0,74.0,68.0,74.6,72.4,64.0,64.5,30.0
15175,O. Etebo,Oghenekaro Etebo,11/09/95,23,175.26,69.9,22.76,"CM,CDM,LM",CM,Nigeria,72,81,4700000.0,26000.0,Right,1,4,3,Normal,9900000.0,66.0,66.0,69.8,79.6,72.6,65.17,73.33
15176,K. Acosta,Kellyn Acosta,07/24/95,23,152.4,68.0,29.28,"CM,CDM",CM,United States,72,80,4500000.0,6000.0,Right,1,5,3,Lean,7700000.0,69.5,64.0,72.0,76.0,77.2,69.5,64.0
15177,N. Höfler,Nicolas Höfler,03/09/90,28,154.94,78.0,32.49,"CDM,CM",CDM,Germany,72,72,2500000.0,17000.0,Right,1,3,2,Normal,4500000.0,56.25,54.4,60.8,63.0,68.4,64.0,69.0
15178,Ontiveros,Javier Ontiveros Parra,09/09/97,21,170.18,74.8,25.83,"RM,LM,CAM",RM,Spain,72,80,4600000.0,6000.0,Right,1,3,3,Stocky,8300000.0,70.0,59.8,70.2,75.2,58.4,57.83,33.33
15179,Ronaldo Vieira,Ronaldo Vieira Nan,07/19/98,20,152.4,69.9,30.1,"CDM,CM",CDM,England,72,81,4000000.0,9000.0,Right,1,3,3,Normal,7700000.0,60.75,57.2,64.6,75.2,71.0,66.67,69.33
15180,C. Knasmüllner,Christoph Knasmüllner,04/30/92,26,154.94,69.9,29.12,"CAM,CM",CAM,Austria,72,75,3900000.0,14000.0,Right,1,3,3,Lean,6100000.0,69.75,61.6,71.4,77.8,69.6,62.83,38.33
15181,G. Lajud,Manuel Gibran Lajud Bojalil,12/25/93,25,154.94,79.8,33.24,GK,GK,Mexico,72,76,2900000.0,10000.0,Right,1,1,1,Normal,5100000.0,18.75,16.0,19.2,51.2,38.8,31.5,17.0
15182,I. Gómez,Iván Gómez,02/28/97,22,167.64,59.9,21.31,"CDM,CM",CDM,Argentina,72,83,4700000.0,8000.0,Right,1,2,3,Lean,8000000.0,54.25,58.2,61.0,68.8,63.8,58.5,69.33
15183,Andrei Girotto,Andrei Girotto,02/17/92,27,185.42,78.9,22.95,"CDM,CM",CDM,Brazil,72,74,3100000.0,16000.0,Right,1,2,2,Normal,6200000.0,62.75,64.4,62.2,60.4,71.2,63.17,72.33
15184,C. Arboleda,Carlos Mario Arboleda Ampudia,06/08/86,32,170.18,59.9,20.68,"RB,RM",RB,Colombia,72,72,1700000.0,4000.0,Right,1,3,3,Normal,2400000.0,58.75,55.0,60.0,86.0,61.8,59.83,67.67
15185,J. Cabot,Jimmy Cabot,04/18/94,24,165.1,64.0,23.48,"RM,RW",RM,France,72,78,4300000.0,6000.0,Right,1,3,3,Normal,8300000.0,56.25,58.4,62.0,84.4,61.8,50.33,25.33
15186,C. Basham,Chris Basham,07/20/88,30,190.5,79.8,21.99,CB,CB,England,72,72,2400000.0,10000.0,Right,1,2,2,Lean,4600000.0,47.75,53.6,50.6,63.6,67.6,59.17,71.0
15187,R. Bobadilla,Raúl Bobadilla,06/18/87,31,152.4,91.2,39.27,ST,ST,Paraguay,72,72,2800000.0,11000.0,Right,2,3,3,Stocky,4200000.0,68.5,69.0,68.8,67.4,72.8,64.0,43.67
15188,F. Nita,Florin Constantin Niţă,07/03/87,31,182.88,73.0,21.83,GK,GK,Romania,72,72,2000000.0,1000.0,Right,1,2,1,Normal,4400000.0,14.25,12.6,14.8,42.4,40.4,24.0,13.67
15189,M. Camara,Mohamed Mady Camara,02/28/97,22,154.94,81.2,33.82,"CDM,CM",CDM,Guinea,72,82,4400000.0,1000.0,Right,1,3,3,Normal,10100000.0,56.0,58.6,60.6,65.6,76.2,62.33,72.0
15190,M. Guendouzi,Mattéo Guendouzi,04/14/99,19,185.42,68.0,19.78,"CM,CDM",CM,France,72,85,6000000.0,28000.0,Right,1,3,3,Lean,15200000.0,65.75,63.0,68.6,68.6,70.0,66.67,68.0
15191,P. Stenzel,Pascal Stenzel,03/20/96,22,182.88,73.9,22.1,"RB,RWB",RB,Germany,72,77,3500000.0,14000.0,Right,1,3,3,Lean,6500000.0,60.75,59.4,60.4,65.6,63.6,63.33,71.33
15192,Z. Vanheusden,Zinho Vanheusden,07/29/99,19,185.42,82.1,23.88,CB,CB,Belgium,72,86,6000000.0,15000.0,Right,1,3,2,Lean,0.0,56.75,48.8,56.2,61.0,56.6,58.67,73.67
15193,S. Juklerød,Simen  Kristiansen Juklerød,05/18/94,24,187.96,79.8,22.59,"LB,RM,LM",LB,Norway,72,77,3500000.0,8000.0,Left,1,3,3,Normal,5500000.0,63.75,58.8,62.4,75.2,75.0,62.5,69.0
15194,K. Onisiwo,Karim Onisiwo,03/17/92,26,187.96,84.8,24.0,"RM,RW,ST",RM,Austria,72,73,3700000.0,19000.0,Right,1,3,2,Normal,6500000.0,61.0,66.4,66.6,70.8,67.4,61.0,50.33
15195,Tiago,Tiago Pagnussat,06/17/90,28,190.5,88.9,24.5,CB,CB,Brazil,72,72,2500000.0,10000.0,Right,1,2,2,Normal,0.0,35.5,42.0,35.8,55.4,56.2,52.5,73.0
15196,G. Mancini,Gianluca Mancini,04/17/96,22,190.5,77.1,21.25,CB,CB,Italy,72,81,4200000.0,15000.0,Right,1,3,2,Lean,7900000.0,39.75,46.2,41.2,52.0,56.4,53.5,73.33
15197,H. Kiyotake,清武 弘嗣,11/12/89,29,172.72,66.2,22.19,"RM,CAM",RM,Japan,72,72,3100000.0,7000.0,Right,2,3,3,Lean,3900000.0,70.5,66.8,72.0,73.6,66.2,58.33,38.67
15198,Maycon,Maycon de Andrade Barberan,07/13/97,21,172.72,71.2,23.87,"CM,CDM",CM,Brazil,72,84,5500000.0,1000.0,Left,1,2,3,Normal,12700000.0,63.25,60.6,69.6,70.4,72.0,65.33,66.33
15199,S. Benrahma,Saïd Benrahma,08/10/95,23,172.72,67.1,22.49,"LW,RW,RM",LW,Algeria,72,78,4300000.0,29000.0,Right,1,4,3,Normal,9000000.0,66.5,64.2,70.4,71.0,60.6,56.33,30.67
15200,R. Holzhauser,Raphael Holzhauser,02/16/93,26,193.04,83.9,22.51,"CDM,CM",CDM,Austria,72,76,3400000.0,10000.0,Left,1,3,3,Lean,5200000.0,74.0,68.2,74.8,49.2,75.8,69.33,66.33
15201,A. Al Habsi,Ali Abdullah Harib Al Habsi,12/30/81,37,193.04,93.0,24.96,GK,GK,Oman,72,72,425000.0,12000.0,Right,2,2,1,Normal,723000.0,16.75,27.0,16.0,56.6,42.6,32.17,17.33
15202,J. Hamad,Jiloan Hamad,11/06/90,28,172.72,72.1,24.17,LM,LM,Sweden,72,72,3300000.0,5000.0,Right,1,3,3,Normal,4100000.0,65.0,58.0,67.4,79.2,70.8,63.67,48.67
15203,V. Salazar,Víctor Salazar,05/26/93,25,175.26,67.1,21.85,"RB,RWB",RB,Argentina,72,77,3400000.0,13000.0,Right,1,2,3,Lean,5400000.0,51.25,52.2,55.8,83.2,63.2,55.33,69.67
15204,M. Oikonomou,Marios Oikonomou,10/06/92,26,187.96,84.8,24.0,CB,CB,Greece,72,76,3400000.0,1000.0,Right,1,3,2,Normal,7700000.0,33.5,38.2,40.0,50.6,58.8,49.5,72.33
15205,T. Zengin,Tolga Zengin,10/10/83,35,193.04,89.8,24.1,GK,GK,Turkey,72,72,1300000.0,23000.0,Right,2,1,1,Normal,2400000.0,16.0,14.2,16.4,42.8,38.2,29.0,12.0
15206,Nuno da Costa,Nuno Miguel da Costa Jóia,02/10/91,28,182.88,69.9,20.9,"ST,RW",ST,Cape Verde,72,72,3300000.0,15000.0,Right,1,3,3,Lean,6600000.0,58.0,66.8,59.4,75.2,68.6,59.83,17.33
15207,W. Kanon,Serge Wilfried Kanon,07/06/93,25,187.96,84.8,24.0,CB,CB,Ivory Coast,72,75,3300000.0,6000.0,Left,1,3,2,Normal,5200000.0,47.5,49.2,47.4,62.0,66.4,52.67,74.0
15208,Camacho,João Pedro Gomes Camacho,06/23/94,24,170.18,74.8,25.83,"RW,LW",RW,Portugal,72,78,4300000.0,9000.0,Right,1,3,4,Normal,9800000.0,67.0,58.8,69.6,78.4,63.0,58.0,30.33
15209,J. Schieber,Julian Schieber,02/13/89,30,185.42,83.0,24.14,ST,ST,Germany,72,72,3100000.0,20000.0,Left,2,2,3,Stocky,5600000.0,59.75,68.6,59.6,58.6,73.0,60.0,24.67
15210,M. Sau,Marco Sau,11/03/87,31,170.18,64.9,22.41,ST,ST,Italy,72,72,3000000.0,25000.0,Right,2,4,4,Normal,5100000.0,69.5,66.6,71.4,87.6,65.8,60.0,30.67
15211,A. Struna,Aljaž Struna,08/04/90,28,190.5,86.2,23.75,"CB,RB",CB,Slovenia,72,73,2900000.0,6000.0,Right,1,3,2,Normal,4600000.0,54.25,50.0,55.6,62.6,74.4,55.67,72.0
15212,Thiago Cionek,Thiago Rangel Cionek,04/21/86,32,182.88,79.8,23.86,CB,CB,Poland,72,72,1800000.0,10000.0,Right,1,3,2,Normal,3200000.0,39.25,42.2,42.0,64.6,58.6,52.0,71.67
15213,J. Hugill,Jordan Hugill,06/04/92,26,182.88,84.8,25.35,ST,ST,England,72,75,3900000.0,51000.0,Right,1,2,3,Normal,0.0,48.75,65.8,49.8,66.8,77.2,61.33,34.67
15214,M. Rodríguez,Martín Vladimir Rodríguez Torrejón,08/05/94,24,170.18,68.0,23.48,"LM,LW",LM,Chile,72,76,4100000.0,14000.0,Right,1,4,3,Lean,7200000.0,52.0,62.4,56.8,83.4,68.6,58.33,44.67
15215,P. Da Silva,Paulo César Da Silva Barrios,02/01/80,39,154.94,76.2,31.74,CB,CB,Paraguay,72,72,700000.0,3000.0,Right,2,3,2,Normal,0.0,58.5,57.0,54.6,50.6,67.4,59.17,71.0
15216,Jandrei,Jandrei Chitolina Carniel,03/01/93,26,185.42,76.2,22.16,GK,GK,Brazil,72,77,3000000.0,9000.0,Right,1,2,1,Normal,5600000.0,25.25,13.0,25.4,41.6,33.2,26.5,18.0
15217,Jonas Damasto,Jonas Welson Damasto Orsi,02/29/84,35,152.4,68.9,29.67,LB,LB,Brazil,72,72,875000.0,14000.0,Left,1,2,2,Lean,1700000.0,56.75,57.6,55.0,70.6,63.6,48.17,73.0
15218,P. Bardsley,Phil Bardsley,06/28/85,33,154.94,78.9,32.87,RB,RB,Scotland,72,72,1200000.0,32000.0,Right,1,3,3,Normal,2300000.0,64.25,59.8,59.6,61.6,73.4,66.33,75.33
15219,L. Reyes,Lorenzo Enrique Reyes Vicencio,06/13/91,27,175.26,74.8,24.35,"CM,CDM",CM,Chile,72,73,3500000.0,16000.0,Right,1,3,3,Normal,6200000.0,59.25,55.6,64.2,72.8,72.6,66.17,72.0
15220,Álex Pérez,Alejandro Pérez Navarro,08/11/91,27,190.5,83.9,23.12,CB,CB,Spain,72,74,3100000.0,7000.0,Right,1,3,2,Normal,5200000.0,37.0,42.4,40.6,41.4,55.4,53.67,71.0
15221,L. Benito,Loris Benito,01/07/92,27,185.42,84.8,24.67,LB,LB,Switzerland,72,73,3000000.0,15000.0,Left,1,3,3,Normal,4700000.0,60.5,53.6,57.8,72.8,69.8,64.0,68.33
15222,M. Diaby,Moussa Diaby,07/07/99,19,170.18,64.9,22.41,"RW,LW,LM",RW,France,72,85,5500000.0,25000.0,Left,1,2,4,Lean,13600000.0,59.75,59.2,65.2,81.4,56.4,55.5,38.67
15223,N. Kebano,Neeskens Kebano,03/10/92,26,170.18,64.9,22.41,"LW,LM,CAM",LW,DR Congo,72,72,3300000.0,39000.0,Right,1,3,3,Normal,6300000.0,66.25,65.2,70.2,77.6,62.2,59.17,34.33
15224,A. Abdennour,Aymen Abdennour,08/06/89,29,187.96,83.9,23.75,CB,CB,Tunisia,72,72,2500000.0,21000.0,Left,2,3,2,Stocky,0.0,54.25,53.6,49.6,56.0,72.2,62.33,71.67
15225,B. Kamara,Boubacar Kamara,11/23/99,19,152.4,68.0,29.28,"CB,CDM",CB,France,72,86,6000000.0,11000.0,Right,1,3,3,Lean,15200000.0,62.0,51.6,61.0,66.4,59.8,63.17,71.33
15226,R. Sallai,Roland Sallai,05/22/97,21,182.88,77.1,23.05,LM,LM,Hungary,72,80,4600000.0,13000.0,Right,1,3,3,Lean,9200000.0,58.75,65.0,61.4,69.2,61.2,60.0,35.67
15227,Ayrton,Ayrton Lucas Dantas de Medeiros,06/19/97,21,154.94,72.1,30.03,LB,LB,Brazil,72,83,4700000.0,1000.0,Left,1,2,3,Lean,10700000.0,59.75,58.6,65.6,78.4,69.4,60.17,68.0
15228,B. Perlaza,Baldomero Perlaza Perlaza,06/05/92,26,187.96,83.0,23.49,"CDM,CM",CDM,Colombia,72,75,3200000.0,4000.0,Right,1,2,3,Normal,4800000.0,49.75,54.8,53.0,56.6,63.4,65.5,70.0
15229,Marcão,Marcos Nascimento Teixeira,06/05/96,22,185.42,81.2,23.62,CB,CB,Brazil,72,78,3600000.0,28000.0,Left,1,2,2,Normal,7600000.0,45.5,44.2,42.8,59.6,60.0,55.33,70.0
15230,B. Kamara,Bingourou Kamara,10/21/96,22,193.04,83.9,22.51,GK,GK,France,72,78,3100000.0,7000.0,Right,1,3,1,Normal,6900000.0,15.5,14.8,16.8,42.6,43.4,25.67,12.33
15231,M. Mavraj,Mërgim Mavraj,06/09/86,32,187.96,83.9,23.75,CB,CB,Albania,72,72,1800000.0,17000.0,Left,2,3,2,Normal,2900000.0,45.75,47.8,43.4,46.8,53.2,54.33,74.33
15232,A. Leya Iseka,Aaron Leya Iseka,11/15/97,21,182.88,82.1,24.55,ST,ST,Belgium,72,79,4500000.0,16000.0,Right,1,3,3,Stocky,9800000.0,62.25,68.8,60.6,75.6,75.6,57.83,21.67
15233,J. Pollersbeck,Julian Pollersbeck,08/16/94,24,195.58,87.1,22.77,GK,GK,Germany,72,79,3200000.0,7000.0,Right,1,3,1,Normal,5800000.0,26.0,22.6,22.8,34.0,33.2,23.33,14.0
15234,Y. Ayhan,Yalçın Ayhan,05/01/82,36,193.04,82.1,22.03,CB,CB,Turkey,72,72,425000.0,10000.0,Right,1,2,2,Normal,850000.0,40.75,44.4,48.0,39.6,48.0,53.33,72.0
15235,K. Narey,Khaled Narey,07/23/94,24,154.94,74.8,31.16,"RM,LM,RWB",RM,Germany,72,75,3900000.0,10000.0,Right,1,5,3,Normal,6600000.0,58.0,62.2,61.0,77.4,73.2,59.33,62.0
15236,S. Bastien,Samuel Bastien,09/26/96,22,175.26,73.0,23.77,"CM,CAM",CM,Belgium,72,79,4300000.0,9000.0,Right,1,3,3,Lean,7400000.0,71.0,64.0,75.0,73.6,70.2,64.5,57.0
15237,A. Brignoli,Alberto Brignoli,08/19/91,27,187.96,73.9,20.92,GK,GK,Italy,72,74,2600000.0,3000.0,Left,1,3,1,Lean,4400000.0,24.5,24.4,21.2,36.8,40.0,24.5,20.33
15238,C. Robinson,Callum Robinson,02/02/95,24,152.4,74.8,32.21,"LM,ST",LM,Republic of Ireland,72,78,4300000.0,10000.0,Right,1,3,3,Lean,9000000.0,58.0,64.8,60.8,76.6,60.4,56.83,29.67
15239,J. Risdon,Josh Risdon,07/27/92,26,167.64,69.9,24.87,RB,RB,Australia,72,75,3200000.0,7000.0,Right,1,3,3,Normal,4300000.0,58.0,52.8,57.8,72.2,72.2,58.0,72.0
